1	2.21
0.8	2.05
0.6	1.63
0.4	1.10
0.2	0.56
0	0.
0.95	2.15
0.75	1.95
0.55	1.51
0.35	0.96
0.15	0.43
-0.05	-0.12
0.9	2.12
0.7	1.86
0.5	1.38
0.3	0.85
0.1	0.28
-0.1	-0.26
0.85	2.09
0.65	1.73
0.45	1.25
0.25	0.69
0.05	0.18
-0.15	-0.42
-0.2	-0.55
-0.4	-1.06
-0.6	-1.59
-0.8	-2.01
-1.0	-2.22
-0.25	-.68
-0.45	-1.20
-0.65	-1.70
-0.85	-2.06
-0.3	-0.81
-0.5	-1.32
-0.7	-1.77
-0.9	-2.09
-0.35	-.96
-0.55	-1.47
-0.75	-1.91
-0.95	-2.15
